transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
3701,46,3173,2017-07-24,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,1997-02-09
3702,21,1400,2017-11-04,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,1993-07-15
3703,40,1561,2017-01-10,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90 ,2007-12-11
3704,15,1056,2017-03-22,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,2005-12-07
3705,21,1330,2017-10-16,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,1996-04-05
3706,75,2736,2017-01-22,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95 ,2013-09-16
3707,91,994,2017-04-09,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26 ,1999-07-26
3708,60,1587,2017-09-07,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",2015-05-21
3709,94,400,2017-06-24,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,2013-06-09
3710,51,2069,2017-01-05,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40 ",2012-04-10
3711,35,3256,2017-05-28,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,1994-07-12
3712,11,606,2017-11-05,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,1996-11-09
3713,89,378,2017-01-23,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,1993-04-20
3714,42,2536,2017-05-30,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90 ",2006-10-01
3715,87,1992,2017-03-24,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40 ,2003-01-05
3716,17,477,2017-04-09,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,2005-12-07
3717,76,723,2017-04-08,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85 ,1991-07-10
3718,86,3301,2017-10-22,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07 ,2004-08-07
3719,23,2037,2017-02-12,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,1993-10-02
3720,93,1899,2017-10-15,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,2000-11-03
3721,90,2266,2017-04-13,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,1995-12-19
3722,76,1504,2017-12-05,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85 ,2003-09-09
3723,67,2865,2017-08-16,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,1996-04-05
3724,62,892,2017-07-10,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,1992-10-02
3725,69,1731,2017-01-19,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10 ,2015-08-10
3726,0,3038,2017-07-04,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,2016-03-29
3727,0,1148,2017-12-22,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,2016-03-29
3728,16,223,2017-03-07,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11 ",1996-04-05
3729,14,2094,2017-11-26,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29 ",2003-08-05
3730,20,214,2017-03-26,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",2010-05-05
3731,54,33,2017-05-30,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44 ,2003-07-21
3732,25,1671,2017-11-17,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,1993-05-26
3733,60,2666,2017-03-17,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",2011-08-24
3734,0,645,2017-09-05,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,2016-12-06
3735,27,1117,2017-05-26,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,1999-06-23
3736,36,1227,2017-05-29,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,1999-12-04
3738,90,912,2017-09-15,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41 ,1999-07-26
3739,28,2111,2017-12-24,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",2016-11-22
3740,92,1073,2017-10-29,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",1994-08-10
3741,17,3018,2017-11-24,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,2013-06-09
3742,17,2378,2017-03-12,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,1996-11-09
3743,28,2040,2017-09-25,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",2003-03-18
3744,28,3200,2017-02-26,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",1991-08-05
3745,81,1234,2017-01-19,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94 ,1991-07-10
3746,25,3173,2017-09-17,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,1991-08-05
3747,96,372,2017-10-15,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",2004-01-16
3748,14,37,2017-10-09,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",1995-10-24
3749,96,26,2017-04-15,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",2004-01-16
3750,62,831,2017-12-19,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,1993-06-23
3751,22,1560,2017-03-17,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26 ,1993-07-15
3752,62,350,2017-11-16,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,2015-05-21
3753,36,219,2017-06-21,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,1995-12-19
3754,33,3437,2017-05-17,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90 ",2008-03-19
3755,18,1550,2017-01-15,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45 ,2009-03-08
3756,19,1687,2017-05-30,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,1993-10-02
3757,4,1312,2017-12-04,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,2005-08-09
3758,1,2570,2017-09-07,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,2005-08-09
3759,8,3071,2017-02-19,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13 ",1991-11-07
3760,51,3308,2017-09-27,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40 ",2012-04-10
3761,71,2991,2017-03-05,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",1995-10-24
3762,21,61,2017-11-13,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,2014-03-03
3763,69,1252,2017-05-12,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,1999-07-20
3764,0,1343,2017-07-17,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,2016-11-22
3765,38,1,2017-04-06,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,2008-03-19
3766,56,2407,2017-06-23,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,2006-11-10
3767,5,3296,2017-06-23,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,2011-08-29
3768,52,3151,2017-05-14,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51 ,1997-10-04
3769,15,3035,2017-11-10,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44 ,2009-04-12
3770,20,2691,2017-08-27,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",2010-05-05
3771,60,375,2017-09-30,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",2010-11-05
3772,16,2756,2017-10-07,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11 ",1994-09-09
3773,77,1976,2017-07-15,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10 ,2011-01-10
3774,0,629,2017-02-25,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,1999-06-23
3775,30,3325,2017-08-12,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89 ,1994-08-10
3776,83,2085,2017-01-27,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03 ,2013-09-16
3777,11,18,2017-05-11,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,2007-08-04
3778,59,1200,2017-08-27,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",2003-01-05
3779,68,2580,2017-04-07,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,2010-08-20
3780,10,364,2017-10-05,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,2014-03-03
3781,30,3060,2017-10-19,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90 ,1999-07-20
3782,0,1503,2017-11-26,TRUE,Approved,,,,,814.86,,
3783,27,1061,2017-12-06,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,1999-06-23
3784,17,3200,2017-04-18,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,1996-11-09
3785,0,988,2017-05-12,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13 ,2012-06-04
3786,41,2060,2017-05-31,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,1997-05-10
3787,53,2346,2017-07-17,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,2000-05-22
3788,36,44,2017-11-24,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,2011-03-16
3789,66,1753,2017-11-19,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,2005-12-07
3790,45,2831,2017-10-26,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,2001-11-25
3791,45,1079,2017-03-20,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,1993-04-12
3792,1,1428,2017-05-14,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95 ,2006-05-22
3793,34,187,2017-07-12,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72 ,2003-03-18
3794,46,2799,2017-05-24,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,2003-02-16
3795,96,575,2017-04-26,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,1994-08-10
3796,20,3319,2017-06-22,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",1991-08-05
3797,67,3131,2017-10-01,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84 ,2002-08-31
3798,90,3005,2017-03-14,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41 ,2009-03-08
3799,72,1686,2017-06-21,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,2002-08-31
3800,53,1826,2017-08-21,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,2007-08-04
3801,67,1906,2017-10-19,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84 ,2005-10-22
3802,89,2481,2017-09-30,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,2016-03-29
3803,52,1808,2017-01-18,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78 ,2012-05-18
3804,79,1043,2017-03-20,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01 ,1991-07-10
3805,14,1389,2017-09-29,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29 ",2003-08-05
3806,83,2225,2017-04-21,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03 ,2013-09-16
3807,91,2870,2017-09-12,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26 ,1999-07-26
3808,33,2178,2017-05-10,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",1992-10-11
3809,2,756,2017-09-13,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,2011-08-29
3810,73,743,2017-01-23,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18 ,1991-07-10
3811,59,2818,2017-09-15,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,1993-07-20
3812,47,2937,2017-08-29,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42 ",2006-10-01
3813,84,2963,2017-11-05,,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,2003-01-05
3814,82,3246,2017-09-03,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18 ,2005-05-10
3815,89,1115,2017-10-06,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,2006-02-02
3816,14,1565,2017-12-21,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",2011-01-10
3817,67,154,2017-01-20,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84 ,2005-10-22
3818,54,3212,2017-09-22,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44 ,2015-08-10
3819,60,735,2017-04-05,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",2012-06-04
3820,27,2116,2017-07-08,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,1991-08-05
3821,6,2181,2017-01-30,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73 ,2004-09-28
3822,53,2622,2017-04-06,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,1997-02-09
3823,53,1965,2017-03-09,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,2011-08-24
3824,30,1185,2017-12-21,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90 ,1994-07-12
3825,89,353,2017-08-25,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,2016-07-09
3826,54,728,2017-07-28,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44 ,2015-06-17
3827,43,1862,2017-03-22,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01 ,2013-09-16
3828,68,3379,2017-10-08,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,2016-12-06
3829,52,750,2017-11-02,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51 ,1997-02-09
3830,96,772,2017-10-24,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",2002-10-10
3831,97,924,2017-09-12,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,2016-03-29
3832,100,2726,2017-06-28,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35 ,1991-05-06
3833,22,247,2017-06-17,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45 ,1993-05-26
3834,23,658,2017-08-25,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,1999-06-23
3835,55,1566,2017-06-14,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,2003-07-21
3836,14,577,2017-05-26,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29 ",2003-08-05
3837,0,2059,2017-07-13,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26 ,1999-07-26
3838,51,2158,2017-02-06,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40 ",2012-04-10
3839,0,3271,2017-02-07,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26 ,1999-06-23
3840,88,182,2017-10-05,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10 ,1999-07-26
3841,20,769,2017-02-27,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",2014-03-03
3842,68,2791,2017-06-02,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,2010-08-20
3843,27,2179,2017-03-09,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,1999-06-23
3844,55,1820,2017-02-12,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,2003-07-21
3845,29,50,2017-07-22,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,2006-11-10
3846,98,3293,2017-03-06,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,1997-02-09
3847,90,3174,2017-11-09,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41 ,2005-05-10
3848,44,1287,2017-02-18,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,2007-12-11
3849,0,2204,2017-05-15,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,2012-12-02
3850,12,2524,2017-06-29,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60 ,1994-09-09
3851,0,2224,2017-02-12,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,2011-01-10
3852,2,1614,2017-05-01,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,2010-11-05
3853,7,143,2017-04-22,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43 ,1991-11-07
3854,13,1330,2017-04-26,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,2016-07-09
3855,21,1401,2017-10-10,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,2014-03-03
3856,23,1535,2017-07-14,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,2016-11-22
3857,1,984,2017-10-13,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,2016-11-14
3858,1,403,2017-03-28,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,2016-11-14
3859,38,3166,2017-01-23,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,2011-03-16
3860,33,840,2017-11-22,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",2010-06-07
3861,2,2415,2017-09-30,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,2012-12-02
3862,32,2618,2017-07-13,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37 ,2002-03-22
3863,49,1323,2017-10-15,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,1993-06-23
3864,41,1111,2017-06-20,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,2013-03-12
3865,62,1261,2017-09-30,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,1993-06-23
3866,50,1417,2017-02-03,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37 ,1992-10-11
3867,13,1396,2017-07-05,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,2016-07-09
3868,76,2070,2017-07-01,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85 ,2005-05-10
3869,3,1379,2017-12-02,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,2012-09-15
3870,85,1368,2017-01-05,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36 ,2015-08-02
3872,27,1811,2017-11-21,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,1999-06-23
3873,58,764,2017-10-12,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40 ,1998-12-17
3874,27,2572,2017-10-12,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,1999-06-23
3875,58,1232,2017-10-31,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40 ,2015-10-18
3876,26,1082,2017-06-09,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63 ,1993-05-26
3877,11,1009,2017-02-22,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",1993-10-02
3878,0,696,2017-07-30,FALSE,Approved,,,,,1102.68,,
3879,79,2155,2017-11-24,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01 ,2003-09-09
3880,20,193,2017-01-23,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",2016-07-09
3881,12,2923,2017-06-13,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60 ,2004-08-17
3882,71,319,2017-03-05,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",2006-05-22
3883,28,741,2017-07-20,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",1991-08-05
3884,19,562,2017-01-11,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,2009-03-08
3885,4,1331,2017-09-02,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59 ,1998-12-17
3886,66,1006,2017-02-13,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,2010-11-05
3887,34,3455,2017-02-16,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72 ,2003-03-18
3888,92,1468,2017-06-20,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",2003-01-05
3889,61,2846,2017-12-15,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93 ,2015-06-17
3890,33,3154,2017-01-28,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",1999-07-20
3891,23,2247,2017-02-01,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10 ,2000-11-03
3892,77,2043,2017-06-14,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10 ,2011-01-10
3893,38,2627,2017-08-12,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,2010-06-07
3894,45,1366,2017-01-08,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,1993-04-12
3896,46,2682,2017-07-07,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,2010-06-07
3897,43,1703,2017-12-27,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49 ,2014-07-28
3898,21,140,2017-06-15,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,1996-04-05
3899,38,1733,2017-08-23,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,2012-09-15
3900,44,435,2017-09-07,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,2011-05-09
3901,72,1642,2017-08-23,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,2003-09-09
3902,1,3499,2017-06-22,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,2012-12-02
3903,59,3177,2017-06-02,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,1993-07-20
3904,27,1462,2017-10-10,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,1999-06-23
3905,0,3323,2017-03-11,,Approved,Solex,Road,medium,medium,416.98,$312.74 ,1997-05-10
3906,88,3400,2017-05-04,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10 ,2013-06-09
3907,49,124,2017-03-07,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,2010-11-05
3908,7,2808,2017-09-23,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43 ,2004-08-17
3909,0,3239,2017-06-19,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41 ,2005-05-10
3910,37,2822,2017-12-19,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,1999-07-20
3911,4,2015,2017-11-10,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,2005-08-09
3912,37,1897,2017-05-23,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,1999-07-20
3913,13,733,2017-10-14,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,2016-07-09
3914,28,737,2017-09-01,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",1991-08-05
3915,22,1207,2017-03-11,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26 ,1993-07-15
3916,95,2253,2017-08-05,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43 ,2016-03-29
3917,87,611,2017-04-23,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40 ,2013-06-09
3918,87,2269,2017-03-04,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40 ,1997-08-25
3919,60,292,2017-09-02,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",2005-10-22
3920,84,832,2017-09-13,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,2004-12-18
3921,1,2050,2017-12-24,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,2012-09-15
3922,9,2433,2017-07-18,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",2006-11-10
3923,16,2837,2017-11-19,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11 ",1994-09-09
3924,15,2791,2017-06-02,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,2005-12-07
3925,81,1102,2017-10-30,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94 ,2004-01-16
3926,14,142,2017-06-16,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29 ",2003-08-05
3927,0,2968,2017-06-27,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92 ,2003-02-16
3928,2,2410,2017-02-04,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,2012-12-02
3929,29,1864,2017-08-25,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,2016-11-22
3930,0,3415,2017-10-30,,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,2003-01-05
3931,56,2000,2017-08-16,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,2016-02-04
3932,75,3026,2017-08-31,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95 ,2011-01-10
3933,57,3134,2017-07-25,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,1991-01-21
3934,24,2803,2017-09-29,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78 ,2016-02-04
3935,30,2923,2017-11-14,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90 ,2006-11-10
3936,21,2616,2017-02-11,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,2013-03-12
3937,91,3304,2017-08-05,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26 ,1999-07-26
3938,95,993,2017-12-30,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,1997-01-25
3939,38,174,2017-09-21,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,2011-03-16
